concept,prefLabel,altLabels
http://opendata.inrae.fr/thesaurusINRAE/c_10255,steam distillation,
http://opendata.inrae.fr/thesaurusINRAE/c_10258,meat texture,
http://opendata.inrae.fr/thesaurusINRAE/c_10260,fruit puree,
http://opendata.inrae.fr/thesaurusINRAE/c_10261,rabbit meat,
http://opendata.inrae.fr/thesaurusINRAE/c_10263,,
http://opendata.inrae.fr/thesaurusINRAE/c_10271,ceramic membrane,
http://opendata.inrae.fr/thesaurusINRAE/c_10272,,
http://opendata.inrae.fr/thesaurusINRAE/c_10278,cheese industry,
http://opendata.inrae.fr/thesaurusINRAE/c_10279,organoleptic quality,
http://opendata.inrae.fr/thesaurusINRAE/c_10281,bottle,
http://opendata.inrae.fr/thesaurusINRAE/c_10286,ripened cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_10291,baby food,infant food
http://opendata.inrae.fr/thesaurusINRAE/c_10296,frying,
http://opendata.inrae.fr/thesaurusINRAE/c_10297,extrusion cooking,
http://opendata.inrae.fr/thesaurusINRAE/c_10298,senior food,elder food
http://opendata.inrae.fr/thesaurusINRAE/c_10299,,
http://opendata.inrae.fr/thesaurusINRAE/c_10300,bioconservation,
http://opendata.inrae.fr/thesaurusINRAE/c_10307,yeast strain,
http://opendata.inrae.fr/thesaurusINRAE/c_10308,fermentation on skins,
http://opendata.inrae.fr/thesaurusINRAE/c_10309,chicken meat,
http://opendata.inrae.fr/thesaurusINRAE/c_10316,,
http://opendata.inrae.fr/thesaurusINRAE/c_10319,probiotic yeast,
http://opendata.inrae.fr/thesaurusINRAE/c_10321,powdered milk,dry milk;milk powder
http://opendata.inrae.fr/thesaurusINRAE/c_10324,,
http://opendata.inrae.fr/thesaurusINRAE/c_10327,dietary fat,edible fat
http://opendata.inrae.fr/thesaurusINRAE/c_10328,Mozzarella cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_10347,processed fruit,
http://opendata.inrae.fr/thesaurusINRAE/c_10357,traditional food,
http://opendata.inrae.fr/thesaurusINRAE/c_10359,novel food,novelty food
http://opendata.inrae.fr/thesaurusINRAE/c_10360,starch hydrolysis,
http://opendata.inrae.fr/thesaurusINRAE/c_10367,egg shell,eggshell
http://opendata.inrae.fr/thesaurusINRAE/c_10368,Cheddar cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_10384,umami,
http://opendata.inrae.fr/thesaurusINRAE/c_10398,tank,
http://opendata.inrae.fr/thesaurusINRAE/c_10399,curd,milk curd
http://opendata.inrae.fr/thesaurusINRAE/c_10400,egg yolk,
http://opendata.inrae.fr/thesaurusINRAE/c_10408,fish oil,
http://opendata.inrae.fr/thesaurusINRAE/c_10410,argan oil,
http://opendata.inrae.fr/thesaurusINRAE/c_10412,waxy starch,
http://opendata.inrae.fr/thesaurusINRAE/c_10416,solid food,
http://opendata.inrae.fr/thesaurusINRAE/c_10419,oak barrel,
http://opendata.inrae.fr/thesaurusINRAE/c_10428,fat industry,
http://opendata.inrae.fr/thesaurusINRAE/c_10429,wine oxidation,oxidation in wine
http://opendata.inrae.fr/thesaurusINRAE/c_10435,buttermilk,
http://opendata.inrae.fr/thesaurusINRAE/c_10436,food antioxidant,
http://opendata.inrae.fr/thesaurusINRAE/c_10438,vinasse,
http://opendata.inrae.fr/thesaurusINRAE/c_10440,plastic starch,plasticised starch;plasticized starch
http://opendata.inrae.fr/thesaurusINRAE/c_10442,,
http://opendata.inrae.fr/thesaurusINRAE/c_10449,,
http://opendata.inrae.fr/thesaurusINRAE/c_10452,milk protein,
http://opendata.inrae.fr/thesaurusINRAE/c_10455,Beaujolais wine,
http://opendata.inrae.fr/thesaurusINRAE/c_10458,fruit pulp,
http://opendata.inrae.fr/thesaurusINRAE/c_1046,ambient temperature,environmental temperature;room temperature
http://opendata.inrae.fr/thesaurusINRAE/c_10462,thermal hydrolysis,
http://opendata.inrae.fr/thesaurusINRAE/c_10469,polar lipid,
http://opendata.inrae.fr/thesaurusINRAE/c_10470,milk lipid,
http://opendata.inrae.fr/thesaurusINRAE/c_10472,refrigerated equipment,
http://opendata.inrae.fr/thesaurusINRAE/c_10477,gum arabic,acacia gum
http://opendata.inrae.fr/thesaurusINRAE/c_10478,coconut oil,
http://opendata.inrae.fr/thesaurusINRAE/c_10481,,
http://opendata.inrae.fr/thesaurusINRAE/c_10482,Bordeaux wine,
http://opendata.inrae.fr/thesaurusINRAE/c_10484,food grade,
http://opendata.inrae.fr/thesaurusINRAE/c_10492,resistant starch,
http://opendata.inrae.fr/thesaurusINRAE/c_10495,,
http://opendata.inrae.fr/thesaurusINRAE/c_10496,gas packaging,
http://opendata.inrae.fr/thesaurusINRAE/c_10500,ohmic heating,
http://opendata.inrae.fr/thesaurusINRAE/c_10501,,
http://opendata.inrae.fr/thesaurusINRAE/c_10505,Bourgogne wine,
http://opendata.inrae.fr/thesaurusINRAE/c_10508,egg protein,
http://opendata.inrae.fr/thesaurusINRAE/c_10527,poultry processing plant,poultry slaughterhouse
http://opendata.inrae.fr/thesaurusINRAE/c_10530,vegetal matrix,
http://opendata.inrae.fr/thesaurusINRAE/c_10534,foodborne bacteria,foodborne bacterium
http://opendata.inrae.fr/thesaurusINRAE/c_10535,milk fat,
http://opendata.inrae.fr/thesaurusINRAE/c_10536,processed vegetable,
http://opendata.inrae.fr/thesaurusINRAE/c_10542,,
http://opendata.inrae.fr/thesaurusINRAE/c_10551,biscuit,
http://opendata.inrae.fr/thesaurusINRAE/c_10554,Champagne,
http://opendata.inrae.fr/thesaurusINRAE/c_10556,cheese matrix,
http://opendata.inrae.fr/thesaurusINRAE/c_10563,,
http://opendata.inrae.fr/thesaurusINRAE/c_10568,continuous bioreactor,continuous-flow bioreactor
http://opendata.inrae.fr/thesaurusINRAE/c_10576,palm oil,
http://opendata.inrae.fr/thesaurusINRAE/c_10579,nonedible offals,
http://opendata.inrae.fr/thesaurusINRAE/c_10589,wheat starch,
http://opendata.inrae.fr/thesaurusINRAE/c_1059,industrial flooring,
http://opendata.inrae.fr/thesaurusINRAE/c_10592,grape pomace,
http://opendata.inrae.fr/thesaurusINRAE/c_10597,merlot (wine grape variety),
http://opendata.inrae.fr/thesaurusINRAE/c_10612,grape quality,quality of grapes
http://opendata.inrae.fr/thesaurusINRAE/c_10620,ultra-processed food,
http://opendata.inrae.fr/thesaurusINRAE/c_10626,milk dessert,
http://opendata.inrae.fr/thesaurusINRAE/c_10635,energy recovery,
http://opendata.inrae.fr/thesaurusINRAE/c_10637,canned vegetables,
http://opendata.inrae.fr/thesaurusINRAE/c_10642,tequila,
http://opendata.inrae.fr/thesaurusINRAE/c_10646,thin-walled equipment,
http://opendata.inrae.fr/thesaurusINRAE/c_10647,powdered food,
http://opendata.inrae.fr/thesaurusINRAE/c_10652,precooling,pre-cooling
http://opendata.inrae.fr/thesaurusINRAE/c_10657,cold room,refrigerated chamber
http://opendata.inrae.fr/thesaurusINRAE/c_1066,,
http://opendata.inrae.fr/thesaurusINRAE/c_10665,commercial orchard,
http://opendata.inrae.fr/thesaurusINRAE/c_10666,fermented milk,
http://opendata.inrae.fr/thesaurusINRAE/c_10667,heated equipment,
http://opendata.inrae.fr/thesaurusINRAE/c_10668,soybean cake,
http://opendata.inrae.fr/thesaurusINRAE/c_10671,shredded food,crushed food
http://opendata.inrae.fr/thesaurusINRAE/c_10672,edible oil,food oil
http://opendata.inrae.fr/thesaurusINRAE/c_10673,extruded flaxseed,
http://opendata.inrae.fr/thesaurusINRAE/c_10678,grain bean,
http://opendata.inrae.fr/thesaurusINRAE/c_10679,egg white,
http://opendata.inrae.fr/thesaurusINRAE/c_10683,cold storage,refrigerated storage
http://opendata.inrae.fr/thesaurusINRAE/c_10686,,
http://opendata.inrae.fr/thesaurusINRAE/c_10687,sunflower cake,sunflower meal
http://opendata.inrae.fr/thesaurusINRAE/c_10688,citrus fruit juice,
http://opendata.inrae.fr/thesaurusINRAE/c_10689,controlled temperature equipment,
http://opendata.inrae.fr/thesaurusINRAE/c_10696,Emmental cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_10702,organic matrix,
http://opendata.inrae.fr/thesaurusINRAE/c_10704,carcass identification,
http://opendata.inrae.fr/thesaurusINRAE/c_10714,aromatic precursor,
http://opendata.inrae.fr/thesaurusINRAE/c_10716,processed cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_10720,livestock feedstuff,
http://opendata.inrae.fr/thesaurusINRAE/c_10721,synthetic meat,cultured meat
http://opendata.inrae.fr/thesaurusINRAE/c_10722,low-calorie food,calorie-reduced food;energy-reduced food
http://opendata.inrae.fr/thesaurusINRAE/c_10737,composite material,
http://opendata.inrae.fr/thesaurusINRAE/c_10748,brandy,
http://opendata.inrae.fr/thesaurusINRAE/c_10749,immersion freezing,
http://opendata.inrae.fr/thesaurusINRAE/c_10753,food based on animal products,
http://opendata.inrae.fr/thesaurusINRAE/c_10754,supermarket,
http://opendata.inrae.fr/thesaurusINRAE/c_10759,pectin extraction,
http://opendata.inrae.fr/thesaurusINRAE/c_1076,humid tropics,
http://opendata.inrae.fr/thesaurusINRAE/c_10761,refrigerated display cabinet,
http://opendata.inrae.fr/thesaurusINRAE/c_10762,cooling unit,
http://opendata.inrae.fr/thesaurusINRAE/c_10765,dried food,
http://opendata.inrae.fr/thesaurusINRAE/c_10766,wine typicity,
http://opendata.inrae.fr/thesaurusINRAE/c_10769,electroactive biofilm,
http://opendata.inrae.fr/thesaurusINRAE/c_10771,,
http://opendata.inrae.fr/thesaurusINRAE/c_10775,flash pasteurization,pasteurization;pasteurizing
http://opendata.inrae.fr/thesaurusINRAE/c_10780,sweet pepper,bell pepper;capsicum;pepper
http://opendata.inrae.fr/thesaurusINRAE/c_10782,grooming,
http://opendata.inrae.fr/thesaurusINRAE/c_1079,polyester,
http://opendata.inrae.fr/thesaurusINRAE/c_10790,air freezing,
http://opendata.inrae.fr/thesaurusINRAE/c_10792,deep-freezing,
http://opendata.inrae.fr/thesaurusINRAE/c_10796,,
http://opendata.inrae.fr/thesaurusINRAE/c_10798,refrigeration tunnel,cooling tunnel
http://opendata.inrae.fr/thesaurusINRAE/c_10801,agri-food process,
http://opendata.inrae.fr/thesaurusINRAE/c_10805,product certification,
http://opendata.inrae.fr/thesaurusINRAE/c_10811,cheese ripening,
http://opendata.inrae.fr/thesaurusINRAE/c_10814,,
http://opendata.inrae.fr/thesaurusINRAE/c_10815,active packaging,
http://opendata.inrae.fr/thesaurusINRAE/c_10823,juice extraction,
http://opendata.inrae.fr/thesaurusINRAE/c_10825,food coloring,color additive;food colorant;food dye
http://opendata.inrae.fr/thesaurusINRAE/c_1083,selection bias,
http://opendata.inrae.fr/thesaurusINRAE/c_10831,wine yeast,
http://opendata.inrae.fr/thesaurusINRAE/c_10835,granulometric fractionation,
http://opendata.inrae.fr/thesaurusINRAE/c_10839,red grape,black grape
http://opendata.inrae.fr/thesaurusINRAE/c_10847,cooling tower,
http://opendata.inrae.fr/thesaurusINRAE/c_10849,solid-state fermentation,
http://opendata.inrae.fr/thesaurusINRAE/c_10851,armagnac (brandy),
http://opendata.inrae.fr/thesaurusINRAE/c_10860,vacuum packaging,
http://opendata.inrae.fr/thesaurusINRAE/c_10862,human consumption,
http://opendata.inrae.fr/thesaurusINRAE/c_10864,liquid food,liquid foodstuff
http://opendata.inrae.fr/thesaurusINRAE/c_10872,deamidation,
http://opendata.inrae.fr/thesaurusINRAE/c_1088,stony soil,
http://opendata.inrae.fr/thesaurusINRAE/c_10881,magret (duck meat),
http://opendata.inrae.fr/thesaurusINRAE/c_10885,potato starch,
http://opendata.inrae.fr/thesaurusINRAE/c_1089,spatial estimation,
http://opendata.inrae.fr/thesaurusINRAE/c_10890,food formulation,feed formulation
http://opendata.inrae.fr/thesaurusINRAE/c_10892,fruit and vegetable processing,
http://opendata.inrae.fr/thesaurusINRAE/c_10893,stopper,
http://opendata.inrae.fr/thesaurusINRAE/c_10894,neutral lipid,
http://opendata.inrae.fr/thesaurusINRAE/c_10900,apple pomace,
http://opendata.inrae.fr/thesaurusINRAE/c_10904,natural preservative,
http://opendata.inrae.fr/thesaurusINRAE/c_10905,flavouring agent,flavoring agent
http://opendata.inrae.fr/thesaurusINRAE/c_10906,rennet coagulation,
http://opendata.inrae.fr/thesaurusINRAE/c_10910,infant milk,infant formula
http://opendata.inrae.fr/thesaurusINRAE/c_10917,,
http://opendata.inrae.fr/thesaurusINRAE/c_10920,pea protein,
http://opendata.inrae.fr/thesaurusINRAE/c_10922,dry sausage,
http://opendata.inrae.fr/thesaurusINRAE/c_10925,cross-linked starch,
http://opendata.inrae.fr/thesaurusINRAE/c_10941,oil extraction,
http://opendata.inrae.fr/thesaurusINRAE/c_10951,world production,
http://opendata.inrae.fr/thesaurusINRAE/c_10953,enzymatic hydrolysis,
http://opendata.inrae.fr/thesaurusINRAE/c_10955,bioethanol,
http://opendata.inrae.fr/thesaurusINRAE/c_10957,dairy by-product,
http://opendata.inrae.fr/thesaurusINRAE/c_10958,wine fermentation,
http://opendata.inrae.fr/thesaurusINRAE/c_10966,bovine meat,beef
http://opendata.inrae.fr/thesaurusINRAE/c_10968,enriched food,fortified food
http://opendata.inrae.fr/thesaurusINRAE/c_10986,gluten-free food,
http://opendata.inrae.fr/thesaurusINRAE/c_10987,oil-in-water emulsion,
http://opendata.inrae.fr/thesaurusINRAE/c_10992,bakery additive,flour improver
http://opendata.inrae.fr/thesaurusINRAE/c_10995,biohydrogen,
http://opendata.inrae.fr/thesaurusINRAE/c_10998,fibre industry,industrial weaving;textile industry
http://opendata.inrae.fr/thesaurusINRAE/c_11001,kneading,bread mixing
http://opendata.inrae.fr/thesaurusINRAE/c_11004,salted food,
http://opendata.inrae.fr/thesaurusINRAE/c_11013,wheat semolina,
http://opendata.inrae.fr/thesaurusINRAE/c_11014,tomato sauce,
http://opendata.inrae.fr/thesaurusINRAE/c_11034,wine production,
http://opendata.inrae.fr/thesaurusINRAE/c_11035,rye flour,
http://opendata.inrae.fr/thesaurusINRAE/c_11039,cheese whey,whey
http://opendata.inrae.fr/thesaurusINRAE/c_11040,,
http://opendata.inrae.fr/thesaurusINRAE/c_11042,porcine meat,swine meat
http://opendata.inrae.fr/thesaurusINRAE/c_11044,chicken carcass,
http://opendata.inrae.fr/thesaurusINRAE/c_11049,grape must,
http://opendata.inrae.fr/thesaurusINRAE/c_11052,cottonseed cake,cottonseed meal
http://opendata.inrae.fr/thesaurusINRAE/c_11054,rosé wine,
http://opendata.inrae.fr/thesaurusINRAE/c_11059,biodegradable packaging,
http://opendata.inrae.fr/thesaurusINRAE/c_11060,fiber food,fiber-rich food;high-fiber food
http://opendata.inrae.fr/thesaurusINRAE/c_11068,lactic starter,
http://opendata.inrae.fr/thesaurusINRAE/c_11069,fish industry,
http://opendata.inrae.fr/thesaurusINRAE/c_11072,palm wine,
http://opendata.inrae.fr/thesaurusINRAE/c_11073,storage cell,
http://opendata.inrae.fr/thesaurusINRAE/c_11074,bacterial food culture,
http://opendata.inrae.fr/thesaurusINRAE/c_11080,sourdough bread,
http://opendata.inrae.fr/thesaurusINRAE/c_11081,red wine,
http://opendata.inrae.fr/thesaurusINRAE/c_11082,cooked meat,
http://opendata.inrae.fr/thesaurusINRAE/c_11083,starchy product,
http://opendata.inrae.fr/thesaurusINRAE/c_11087,,
http://opendata.inrae.fr/thesaurusINRAE/c_11089,,
http://opendata.inrae.fr/thesaurusINRAE/c_11091,dry-cured ham,
http://opendata.inrae.fr/thesaurusINRAE/c_11092,gelatinized starch,gelatinised starch
http://opendata.inrae.fr/thesaurusINRAE/c_11093,yoghurt,
http://opendata.inrae.fr/thesaurusINRAE/c_11094,soybean flour,
http://opendata.inrae.fr/thesaurusINRAE/c_11095,rapeseed cake,
http://opendata.inrae.fr/thesaurusINRAE/c_11101,,
http://opendata.inrae.fr/thesaurusINRAE/c_11104,commercial variety,
http://opendata.inrae.fr/thesaurusINRAE/c_11105,lamb meat,
http://opendata.inrae.fr/thesaurusINRAE/c_11112,Saint-Nectaire cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_11115,flesh texture,texture of the flesh
http://opendata.inrae.fr/thesaurusINRAE/c_11122,UHT treatment,ultra-high-temperature treatment
http://opendata.inrae.fr/thesaurusINRAE/c_11124,paper industry,pulp and paper industry
http://opendata.inrae.fr/thesaurusINRAE/c_11125,plastic bag packaging,plastic packaging
http://opendata.inrae.fr/thesaurusINRAE/c_11128,cassava starch,
http://opendata.inrae.fr/thesaurusINRAE/c_11134,PDO cheese,cheese with protected designation of origin
http://opendata.inrae.fr/thesaurusINRAE/c_11136,fixed-bed bioreactor,
http://opendata.inrae.fr/thesaurusINRAE/c_11140,sweetener,sugar substitute
http://opendata.inrae.fr/thesaurusINRAE/c_11143,cake (baking),
http://opendata.inrae.fr/thesaurusINRAE/c_11149,milk production,dairy production
http://opendata.inrae.fr/thesaurusINRAE/c_11151,Camembert cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_11154,orange juice,
http://opendata.inrae.fr/thesaurusINRAE/c_11156,raw milk cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_11161,dairy matrix,
http://opendata.inrae.fr/thesaurusINRAE/c_11170,synthetic food,
http://opendata.inrae.fr/thesaurusINRAE/c_11172,industrial by-product,
http://opendata.inrae.fr/thesaurusINRAE/c_11173,cow milk cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_11175,technological quality,
http://opendata.inrae.fr/thesaurusINRAE/c_11176,post-harvest storage,
http://opendata.inrae.fr/thesaurusINRAE/c_11178,,
http://opendata.inrae.fr/thesaurusINRAE/c_11186,processing industry,
http://opendata.inrae.fr/thesaurusINRAE/c_11192,filtration rate,
http://opendata.inrae.fr/thesaurusINRAE/c_11193,membrane bioreactor,
http://opendata.inrae.fr/thesaurusINRAE/c_11195,Cantal cheese,
http://opendata.inrae.fr/thesaurusINRAE/c_11198,biorefinery,
http://opendata.inrae.fr/thesaurusINRAE/c_11202,glacial erosion,
http://opendata.inrae.fr/thesaurusINRAE/c_11204,artificial snow system,provision of artificial snow
http://opendata.inrae.fr/thesaurusINRAE/c_11213,fluvial erosion,
http://opendata.inrae.fr/thesaurusINRAE/c_11229,hourly rainfall,
http://opendata.inrae.fr/thesaurusINRAE/c_11263,torrential catchment,
http://opendata.inrae.fr/thesaurusINRAE/c_11264,torrential flood,torrential flooding
http://opendata.inrae.fr/thesaurusINRAE/c_11265,,
http://opendata.inrae.fr/thesaurusINRAE/c_11268,areal erosion,areolar erosion
http://opendata.inrae.fr/thesaurusINRAE/c_11269,aggregate extraction,
http://opendata.inrae.fr/thesaurusINRAE/c_11274,extreme rainfall,
http://opendata.inrae.fr/thesaurusINRAE/c_11279,mountain stream erosion,
http://opendata.inrae.fr/thesaurusINRAE/c_11290,optical properties of snow,
http://opendata.inrae.fr/thesaurusINRAE/c_11291,alluvial aquifer,alluvial groundwater
http://opendata.inrae.fr/thesaurusINRAE/c_11295,flow in porous media,
http://opendata.inrae.fr/thesaurusINRAE/c_1130,lumino immuno assay,LIA
http://opendata.inrae.fr/thesaurusINRAE/c_11307,physical properties of snow,
http://opendata.inrae.fr/thesaurusINRAE/c_11310,flash flood,
http://opendata.inrae.fr/thesaurusINRAE/c_11311,synthetic hydrograph,
http://opendata.inrae.fr/thesaurusINRAE/c_11315,wet snow,
http://opendata.inrae.fr/thesaurusINRAE/c_11324,artificial rainfall,artificial rain;artificially induced rain;cloud seeding
http://opendata.inrae.fr/thesaurusINRAE/c_11327,mechanical properties of snow,
http://opendata.inrae.fr/thesaurusINRAE/c_11346,acoustic property of snow,
http://opendata.inrae.fr/thesaurusINRAE/c_11348,alluvial stream,alluvial watercourse
http://opendata.inrae.fr/thesaurusINRAE/c_1135,subantarctic island,
http://opendata.inrae.fr/thesaurusINRAE/c_11350,experimental and representative basin,ERB
http://opendata.inrae.fr/thesaurusINRAE/c_11358,rainwash,
http://opendata.inrae.fr/thesaurusINRAE/c_11366,landscape policy,
http://opendata.inrae.fr/thesaurusINRAE/c_11368,snow-caused erosion,
http://opendata.inrae.fr/thesaurusINRAE/c_11383,historical flood (past flood event),historic flood (major flood;maximum flood extent)
http://opendata.inrae.fr/thesaurusINRAE/c_11392,intermittent stream,
http://opendata.inrae.fr/thesaurusINRAE/c_11396,granular material,
